date_start,date_stop,hourly_stats_aggregated_by_advertiser_time_zone,account_id,account_name,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,impressions,clicks,spend,ctr,cpc,cpm,results,link_clicks,landing_page_views,page_engagement,post_engagement,video_views,add_to_cart,initiate_checkout,purchases,purchase_value
2026-05-20,2026-05-20,06:00:00 - 06:59:59,4157857287789311,Merino Protect Owned by Diyang,6983577001252,0520-Advantage+ 受众,6983577001452,0520-Advantage+ 受众-排除已购,6983577001652,0520-Advantage+ 受众-排除已购,559,32,16.12,5.724508,0.50375,28.837209,,15,7,52,52,37,,,,
2026-05-20,2026-05-20,07:00:00 - 07:59:59,4157857287789311,Merino Protect Owned by Diyang,6983577001252,0520-Advantage+ 受众,6983577001452,0520-Advantage+ 受众-排除已购,6983577001652,0520-Advantage+ 受众-排除已购,581,32,20.8,5.507745,0.65,35.800344,,15,13,71,71,55,,,,
2026-05-20,2026-05-20,08:00:00 - 08:59:59,4157857287789311,Merino Protect Owned by Diyang,6983577001252,0520-Advantage+ 受众,6983577001452,0520-Advantage+ 受众-排除已购,6983577001652,0520-Advantage+ 受众-排除已购,104,3,3.24,2.884615,1.08,31.153846,,2,3,17,17,15,10,,,
2026-05-20,2026-05-20,09:00:00 - 09:59:59,4157857287789311,Merino Protect Owned by Diyang,6983577001252,0520-Advantage+ 受众,6983577001452,0520-Advantage+ 受众-排除已购,6983577001652,0520-Advantage+ 受众-排除已购,0,0,0,,,,,,,1,,,,,,
2026-05-20,2026-05-20,10:00:00 - 10:59:59,4157857287789311,Merino Protect Owned by Diyang,6983577001252,0520-Advantage+ 受众,6983577001452,0520-Advantage+ 受众-排除已购,6983577001652,0520-Advantage+ 受众-排除已购,0,0,0,,,,1,,,,,2,1,1,90.98
2026-05-20,2026-05-20,11:00:00 - 11:59:59,4157857287789311,Merino Protect Owned by Diyang,6983577001252,0520-Advantage+ 受众,6983577001452,0520-Advantage+ 受众-排除已购,6983577001652,0520-Advantage+ 受众-排除已购,0,0,0,,,,,,,,,,,,,39.99
2026-05-20,2026-05-20,14:00:00 - 14:59:59,4157857287789311,Merino Protect Owned by Diyang,6983577001252,0520-Advantage+ 受众,6983577001452,0520-Advantage+ 受众-排除已购,6983577001652,0520-Advantage+ 受众-排除已购,0,0,0,,,,,,,,,,,,,251.96
2026-05-20,2026-05-20,15:00:00 - 15:59:59,4157857287789311,Merino Protect Owned by Diyang,6983577001252,0520-Advantage+ 受众,6983577001452,0520-Advantage+ 受众-排除已购,6983577001652,0520-Advantage+ 受众-排除已购,0,0,0,,,,,,,,,,,,,63.99
