date_start,date_stop,account_id,account_name,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,impressions,clicks,unique_clicks,spend,reach,frequency,ctr,cpc,cpm,results,link_clicks,landing_page_views,page_engagement,post_engagement,video_views,add_to_cart,initiate_checkout,purchases,purchase_value,view_content,view_content_value,add_payment_info,add_payment_info_value,search
2026-05-20,2026-05-20,4157857287789311,Merino Protect Owned by Diyang,6983577001252,0520-Advantage+ 受众,6983577001452,0520-Advantage+ 受众-排除已购,6983577001652,0520-Advantage+ 受众-排除已购,4100,160,128,134.75,3281,1.249619,3.902439,0.842188,32.865854,2,80,64,490,490,408,18,5,2,175.96,83,4354.17,1,90.98,4
