date_start,date_stop,hourly_stats_aggregated_by_advertiser_time_zone,account_id,account_name,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,impressions,clicks,unique_clicks,spend,reach,frequency,ctr,cpc,cpm,results,link_clicks,landing_page_views,page_engagement,post_engagement,video_views,add_to_cart,initiate_checkout,purchases,purchase_value
2026-05-19,2026-05-19,08:00:00 - 08:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,157,14,,6.09,,,8.917197,0.435,38.789809,,4,4,50,50,45,,,,
2026-05-19,2026-05-19,09:00:00 - 09:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,115,12,,3.79,,,10.434783,0.315833,32.956522,,6,5,41,41,35,2,,,
2026-05-19,2026-05-19,10:00:00 - 10:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,179,8,,5.78,,,4.469274,0.7225,32.290503,,2,3,59,59,56,,,,
2026-05-19,2026-05-19,11:00:00 - 11:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6973015953052,0507-大预算测试组-实拍多色混合,3,1,,0.28,,,33.333333,0.28,93.333333,,1,,3,3,2,,,,
2026-05-19,2026-05-19,11:00:00 - 11:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,223,18,,8.1,,,8.071749,0.45,36.32287,,8,7,66,66,58,,,,
2026-05-19,2026-05-19,12:00:00 - 12:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6973015953052,0507-大预算测试组-实拍多色混合,143,18,,6.62,,,12.587413,0.367778,46.293706,,8,6,57,57,49,2,,,
2026-05-19,2026-05-19,12:00:00 - 12:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,291,28,,10.34,,,9.621993,0.369286,35.532646,2,14,14,100,100,85,3,2,2,99.98
2026-05-19,2026-05-19,13:00:00 - 13:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6973015953052,0507-大预算测试组-实拍多色混合,212,13,,7.51,,,6.132075,0.577692,35.424528,,6,11,72,72,66,1,,,
2026-05-19,2026-05-19,13:00:00 - 13:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,247,11,,8.43,,,4.453441,0.766364,34.129555,1,7,16,81,81,74,2,1,1,84.98
2026-05-19,2026-05-19,14:00:00 - 14:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6973015953052,0507-大预算测试组-实拍多色混合,81,8,,2.77,,,9.876543,0.34625,34.197531,,6,15,25,25,18,3,,,
2026-05-19,2026-05-19,14:00:00 - 14:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,254,14,,7.8,,,5.511811,0.557143,30.708661,,6,6,70,70,64,3,,,
2026-05-19,2026-05-19,15:00:00 - 15:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,402,33,,12.3,,,8.208955,0.372727,30.597015,1,18,19,139,139,120,1,2,1,47.99
2026-05-19,2026-05-19,16:00:00 - 16:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6973015953052,0507-大预算测试组-实拍多色混合,79,6,,1.91,,,7.594937,0.318333,24.177215,,4,5,29,29,25,2,,,
2026-05-19,2026-05-19,16:00:00 - 16:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,454,28,,14.83,,,6.167401,0.529643,32.665198,,15,14,143,143,128,1,,,
2026-05-19,2026-05-19,17:00:00 - 17:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6973015953052,0507-大预算测试组-实拍多色混合,85,4,,2.43,,,4.705882,0.6075,28.588235,,3,2,35,35,32,,,,
